iteration,timestamp,T1_LEVEL,T2_LEVEL,T0_LEVEL,J_CT3_LEVEL,J_CT6_LEVEL,J_CT5_LEVEL,J2a_15_LEVEL,J1_70_LEVEL,J1_40_LEVEL,J1_50_LEVEL,J1_51_LEVEL,J1_60_LEVEL,J1_61_LEVEL,J2c_12_LEVEL,J2c_14_LEVEL,Jb_53_LEVEL,J2c_11_LEVEL,J2c_13_LEVEL,J2a_20_LEVEL,J2a_30_LEVEL,J2a_33_LEVEL,J2a_23_LEVEL,J2a_41_LEVEL,J_CT1_LEVEL,J_CT2_LEVEL,J1_11_LEVEL,J1_30_LEVEL,J2b_21_LEVEL,J2b_40_LEVEL,J2b_30_LEVEL,J2b_31_LEVEL,J2b_50_LEVEL,J2b_41_LEVEL,J2c_10_LEVEL,J_CT4_LEVEL,J2b_10_LEVEL,J1_10_LEVEL,J1_20_LEVEL,J2a_31_LEVEL,J2a_32_LEVEL,J2a_21_LEVEL,J2a_22_LEVEL,J1-CLin_LEVEL,J2a_40_LEVEL,J1-MPA_LEVEL,J1_33_LEVEL,J1_31_LEVEL,RWtank_Top_LEVEL,J1_34_LEVEL,J2a_10_LEVEL,J2a_12_LEVEL,J2a_13_LEVEL,J2a_14_LEVEL,ER2_Top_LEVEL,ER1_Top_LEVEL,J2b_11_LEVEL,J2b_12_LEVEL,J2b_14_LEVEL,J2b_Leak_LEVEL,J2b_15_LEVEL,J2b_20_LEVEL,J2b_51_LEVEL,J2b_52_LEVEL,J2a_11_LEVEL,J1_32_LEVEL,CT1_CV_LEVEL,CT2_CV_LEVEL,CT3_CV_LEVEL,CT4_CV_LEVEL,CT5_CV_LEVEL,CT6_CV_LEVEL,CT1_FV_LEVEL,CT2_FV_LEVEL,CT3_FV_LEVEL,CT4_FV_LEVEL,CT5_FV_LEVEL,CT6_FV_LEVEL,P_RAW1_FLOW,P_RAW1_STATUS,P_RAW2_FLOW,P_RAW2_STATUS,P_B2_FLOW,P_B2_STATUS,P_B1_FLOW,P_B1_STATUS,V_Gi_G_FLOW,V_Gi_G_STATUS,V_Gi_B_FLOW,V_Gi_B_STATUS,V_SWaT_FLOW,V_SWaT_STATUS,V_PUB_FLOW,V_PUB_STATUS,V_ER2i_FLOW,V_ER2i_STATUS,V_ER2o_FLOW,V_ER2o_STATUS,V_ER1i_FLOW,V_ER1i_STATUS,V_ER1o_FLOW,V_ER1o_STATUS,FCV_ER_FLOW,FCV_ER_STATUS,FCV_RWin_FLOW,FCV_RWin_STATUS,V1_FLOW,V1_STATUS,V2_FLOW,V2_STATUS,V3_FLOW,V3_STATUS,V4_FLOW,V4_STATUS,V5_FLOW,V5_STATUS,V6_FLOW,V6_STATUS,V7_FLOW,V7_STATUS,V8_FLOW,V8_STATUS,V9_FLOW,V9_STATUS,V10_FLOW,V10_STATUS,V11_FLOW,V11_STATUS,V12_FLOW,V12_STATUS,Close_PRAW_from_iteration_500_to_1000,Close_PRAW1_when_T2_<_0.16,Close_PRAW1_when_0.10_<_T2_<_0.16
262,2022-03-10 14:10:43.587590,0.00022816494270871956,0.0,0.4140651292466313,-1.5,-1.5,-1.5,1.3801332257748804,0.6001532170316084,1.4440651292466313,1.4440651292466313,0.6001532170316084,1.4440651292466313,0.6001532170316084,-1.5,-1.7,-1.72,-1.5,-1.5,-0.09978017408640816,-0.09994004221976183,-0.22,-0.22,-0.22,-1.5,-1.5,0.9140651292466313,0.7540651292466314,-1.3,0.0,0.0,0.0,-1.3,0.0,-1.5,-1.5,-0.8,9.2,4.04,-0.09994004221976183,-0.4,-0.09978017408640816,1.200228164942709,1.4940651292466314,-0.22,1.4940651292466314,1.4940651292466314,1.4940651292466314,-0.6559348707533688,1.4440651292466313,1.3001532170316084,1.6001532170316084,1.3801532170316084,1.3801532170316084,-0.7499949974364473,-0.749776837620844,-0.22,-0.92,-0.92,-0.92,-1.63,-0.22,-0.22,-0.22,1.3001532170316084,1.4940651292466314,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,0.0,0,0.0,0,0,0,0,1,0,0,0,1,0.0,0,0.0,0,9.503636958701036e-06,1,0,1,-9.503636958701036e-06,1,0,0,0.0,1,0.0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
263,2022-03-10 14:10:43.960523,7.765569987050469e-08,0.00022808728700884906,0.4140651292466313,55.9045296109901,55.9045296109901,55.90348865146497,1.380094952198804,0.6000749745499727,1.4440651292466313,1.4440651292466313,0.6000749745499727,1.4440651292466313,0.6000749745499727,55.904159057165764,55.7045296109901,55.68466040447164,55.90411677483747,55.90437702378265,-0.09999158899132632,-0.0998318296801306,1.3799229507995097,1.379704984182624,1.3791535505333956,55.903385973364564,55.90348865146497,0.9140651292466313,0.7540651292466314,0.29849974880478425,1.5984997488047843,1.5981728201804641,57.40613373125767,56.105684768372505,57.4056847683725,55.90405637906536,55.903385973364564,56.60405637906536,9.2,4.04,-0.0998318296801306,1.1999229507995097,-0.09999158899132632,1.2000000776556998,1.4940651292466314,1.3794042061361214,1.4940651292466314,1.4940651292466314,1.4940651292466314,-0.6559348707533688,1.4440651292466313,1.3000749745499727,1.6000749745499727,1.3800749745499727,1.3800749745499727,-0.7497769118714237,-0.7499949231858676,57.18405637906536,56.48405637906536,56.48405637906536,56.48405637906536,55.77405637906536,1.3791535505333956,57.18542321652337,57.18487837108853,1.3000749745499727,1.4940651292466314,55.903385973364564,55.90348865146497,55.9045296109901,55.903385973364564,55.90348865146497,55.9045296109901,55.903385973364564,55.90348865146497,55.9045296109901,55.903385973364564,55.90348865146497,55.9045296109901,0.0,0,0.0,0,0.0,0,0.00016221563009057046,1,0.0,0,0.00016221563009057046,1,0.0,0,0.0,0,-9.497341650818195e-06,1,0.00016221563009057046,1,9.497341650818195e-06,1,0.0,0,-5.345529420184391e-51,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0,1,0
264,2022-03-10 14:10:44.423422,0.00022801385531945328,0.0,0.4140651292466313,-1.5,-1.5,-1.5,1.3801331375352002,0.6001531155667619,1.4440651292466313,1.4440651292466313,0.6001531155667619,1.4440651292466313,0.6001531155667619,-1.5,-1.7,-1.72,-1.5,-1.5,-0.09978031967694068,-0.09994008191859649,-0.22,-0.22,-0.22,-1.5,-1.5,0.9140651292466313,0.7540651292466314,-1.3,0.0,0.0,0.0,-1.3,0.0,-1.5,-1.5,-0.8,9.2,4.04,-0.09994008191859649,-0.4,-0.09978031967694068,1.2002280138553196,1.4940651292466314,-0.22,1.4940651292466314,1.4940651292466314,1.4940651292466314,-0.6559348707533688,1.4440651292466313,1.3001531155667618,1.6001531155667619,1.380153115566762,1.380153115566762,-0.7499950007358074,-0.7497769854088732,-0.22,-0.92,-0.92,-0.92,-1.63,-0.22,-0.22,-0.22,1.3001531155667618,1.4940651292466314,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,0.0,0,0.0,0,0,0,0,1,0,0,0,1,0.0,0,0.0,0,9.517506852784328e-06,1,0,1,-9.517506852784326e-06,1,0,0,0.0,1,0.0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
265,2022-03-10 14:10:45.066601,0.0,0.0002284201644668915,0.4140651292466313,56.07276220109489,56.07276220109489,56.07191411568255,1.380095045358125,0.6000750317441617,1.4440651292466313,1.4440651292466313,0.6000750317441617,1.4440651292466313,0.6000750317441617,56.07246030144914,55.872762201094886,55.85286876266547,56.072425851657286,56.07263788390678,-0.0999916516521886,-0.09983160468203356,1.3799798197424997,1.3798022372848613,1.3793529732652463,56.071830458665026,56.07191411568255,0.9140651292466313,0.7540651292466314,0.2988203137354297,1.5988203137354298,1.5985539591185558,57.57406910589609,56.27370332931445,57.57370332931445,56.072376644431614,56.071830458665026,56.77237664443162,9.2,4.04,-0.09983160468203356,1.1999798197424996,-0.0999916516521886,-0.4,1.4940651292466314,1.3795571877140795,1.4940651292466314,1.4940651292466314,1.4940651292466314,-0.6559348707533688,1.4440651292466313,1.3000750317441616,1.6000750317441617,1.3800750317441617,1.3800750317441617,-0.7497765879900118,-0.7499949918455213,57.352376644431615,56.65237664443161,56.65237664443161,56.65237664443161,55.94237664443161,1.3793529732652463,57.35349023760881,57.35304634512311,1.3000750317441616,1.4940651292466314,56.071830458665026,56.07191411568255,56.07276220109489,56.071830458665026,56.07191411568255,56.07276220109489,56.071830458665026,56.07191411568255,56.07276220109489,56.071830458665026,56.07191411568255,56.07276220109489,0.0,0,0.0,0,0.0,0,0.00014522244785910508,1,0.0,0,0.00014522244785910508,1,0.0,0,0.0,0,-9.50687261286393e-06,1,0.00014522244785910508,1,9.50687261286393e-06,1,0,0,-4.0389678347315804e-28,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0,1,0
266,2022-03-10 14:10:45.509000,0.00022816494270871956,0.0,0.4140651292466313,-1.5,-1.5,-1.5,1.3801332257748804,0.6001532170316084,1.4440651292466313,1.4440651292466313,0.6001532170316084,1.4440651292466313,0.6001532170316084,-1.5,-1.7,-1.72,-1.5,-1.5,-0.09978017408640816,-0.09994004221976183,-0.22,-0.22,-0.22,-1.5,-1.5,0.9140651292466313,0.7540651292466314,-1.3,0.0,0.0,0.0,-1.3,0.0,-1.5,-1.5,-0.8,9.2,4.04,-0.09994004221976183,-0.4,-0.09978017408640816,1.200228164942709,1.4940651292466314,-0.22,1.4940651292466314,1.4940651292466314,1.4940651292466314,-0.6559348707533688,1.4440651292466313,1.3001532170316084,1.6001532170316084,1.3801532170316084,1.3801532170316084,-0.7499949974364473,-0.749776837620844,-0.22,-0.92,-0.92,-0.92,-1.63,-0.22,-0.22,-0.22,1.3001532170316084,1.4940651292466314,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,0.0,0,0.0,0,0,0,0,1,0,0,0,1,0.0,0,0.0,0,9.503636958701048e-06,1,0,1,-9.503636958701048e-06,1,0,0,0.0,1,0.0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
267,2022-03-10 14:10:45.969010,7.765569987050469e-08,0.00022808728700884906,0.4140651292466313,56.07304998978273,56.07304998978273,56.07220223283791,1.380094952198804,0.6000749745499727,1.4440651292466313,1.4440651292466313,0.6000749745499727,1.4440651292466313,0.6000749745499727,56.072748207056506,55.87304998978273,55.85315651008577,56.07271377060377,56.07292572073912,-0.09999158899132632,-0.0998318296801306,1.3799795831469361,1.3798020694643234,1.3793529794414245,56.07211860821397,56.07220223283791,0.9140651292466313,0.7540651292466314,0.298820526218311,1.598820526218311,1.598554274759987,57.5743563884211,56.27399075350696,57.573990753506955,56.072664582432566,56.07211860821397,56.77266458243257,9.2,4.04,-0.0998318296801306,1.199979583146936,-0.09999158899132632,1.2000000776556998,1.4940651292466314,1.3795571148001027,1.4940651292466314,1.4940651292466314,1.4940651292466314,-0.6559348707533688,1.4440651292466313,1.3000749745499727,1.6000749745499727,1.3800749745499727,1.3800749745499727,-0.7497769118714237,-0.7499949231858676,57.35266458243257,56.652664582432564,56.652664582432564,56.652664582432564,55.94266458243256,1.3793529794414245,57.35377774432983,57.35333402376838,1.3000749745499727,1.4940651292466314,56.07211860821397,56.07220223283791,56.07304998978273,56.07211860821397,56.07220223283791,56.07304998978273,56.07211860821397,56.07220223283791,56.07304998978273,56.07211860821397,56.07220223283791,56.07304998978273,0.0,0,0.0,0,0.0,0,0.00014519207119242174,1,0.0,0,0.00014519207119242174,1,0.0,0,0.0,0,-9.49734165081455e-06,1,0.00014519207119242174,1,9.49734165081455e-06,1,0.0,0,1.5407439555097887e-33,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0,1,0
268,2022-03-10 14:10:46.473266,0.00022801385531945328,0.0,0.4140651292466313,-1.5,-1.5,-1.5,1.3801331375352002,0.6001531155667619,1.4440651292466313,1.4440651292466313,0.6001531155667619,1.4440651292466313,0.6001531155667619,-1.5,-1.7,-1.72,-1.5,-1.5,-0.09978031967694068,-0.09994008191859649,-0.22,-0.22,-0.22,-1.5,-1.5,0.9140651292466313,0.7540651292466314,-1.3,0.0,0.0,0.0,-1.3,0.0,-1.5,-1.5,-0.8,9.2,4.04,-0.09994008191859649,-0.4,-0.09978031967694068,1.2002280138553196,1.4940651292466314,-0.22,1.4940651292466314,1.4940651292466314,1.4940651292466314,-0.6559348707533688,1.4440651292466313,1.3001531155667618,1.6001531155667619,1.380153115566762,1.380153115566762,-0.7499950007358074,-0.7497769854088732,-0.22,-0.92,-0.92,-0.92,-1.63,-0.22,-0.22,-0.22,1.3001531155667618,1.4940651292466314,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,0.0,0,0.0,0,0,0,0,1,0,0,0,1,0.0,0,0.0,0,9.517506852784328e-06,1,0,1,-9.517506852784326e-06,1,0,0,-3.2311742677852644e-27,1,0.0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
269,2022-03-10 14:10:47.638118,0.0,0.0002284201644668915,0.4140651292466313,55.93664738524655,55.93664738524655,55.935643406582386,1.3800950453581253,0.6000750317441619,1.4440651292466313,1.4440651292466313,0.6000750317441619,1.4440651292466313,0.6000750317441619,55.93628999484648,55.73664738524655,55.71677353262449,55.93624921427933,55.936500218392965,-0.0999916516521886,-0.09983160468203356,1.3799341236510152,1.3797239001045352,1.3791920559999602,55.93554437547005,55.935643406582386,0.9140651292466313,0.7540651292466314,0.29856148158447793,1.598561481584478,1.5982461671537163,57.43819451872181,56.13776150562647,57.43776150562647,55.93619096373415,55.93554437547005,56.63619096373415,9.2,4.04,-0.09983160468203356,1.199934123651015,-0.0999916516521886,-0.4,1.4940651292466314,1.379433807187914,1.4940651292466314,1.4940651292466314,1.4940651292466314,-0.6559348707533688,1.4440651292466313,1.3000750317441618,1.6000750317441619,1.380075031744162,1.380075031744162,-0.7497765879900118,-0.7499949918455213,57.21619096373415,56.51619096373415,56.51619096373415,56.51619096373415,55.806190963734146,1.3791920559999602,57.21750924530531,57.21698375617097,1.3000750317441618,1.4940651292466314,55.93554437547005,55.935643406582386,55.93664738524655,55.93554437547005,55.935643406582386,55.93664738524655,55.93554437547005,55.935643406582386,55.93664738524655,55.93554437547005,55.935643406582386,55.93664738524655,0.0,0,0.0,0,0.0,0,0.00015907770675553635,1,0.0,0,0.00015907770675553635,1,0.0,0,0.0,0,-9.506872612860439e-06,1,0.00015907770675553635,1,9.506872612860439e-06,1,0,0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0,1,0
270,2022-03-10 14:10:48.045337,0.00022816494270871956,0.0,0.4140651292466313,-1.5,-1.5,-1.5,1.3801332257748804,0.6001532170316084,1.4440651292466313,1.4440651292466313,0.6001532170316084,1.4440651292466313,0.6001532170316084,-1.5,-1.7,-1.72,-1.5,-1.5,-0.09978017408640816,-0.09994004221976183,-0.22,-0.22,-0.22,-1.5,-1.5,0.9140651292466313,0.7540651292466314,-1.3,0.0,0.0,0.0,-1.3,0.0,-1.5,-1.5,-0.8,9.2,4.04,-0.09994004221976183,-0.4,-0.09978017408640816,1.200228164942709,1.4940651292466314,-0.22,1.4940651292466314,1.4940651292466314,1.4940651292466314,-0.6559348707533688,1.4440651292466313,1.3001532170316084,1.6001532170316084,1.3801532170316084,1.3801532170316084,-0.7499949974364473,-0.749776837620844,-0.22,-0.92,-0.92,-0.92,-1.63,-0.22,-0.22,-0.22,1.3001532170316084,1.4940651292466314,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,0.0,0,0.0,0,0,0,0,1,0,0,0,1,0.0,0,0.0,0,9.503636958701062e-06,1,0,1,-9.503636958701062e-06,1,0,0,0.0,1,0.0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
271,2022-03-10 14:10:48.567023,7.765569987050469e-08,0.00022808728700884906,0.4140651292466313,55.896062255170115,55.896062255170115,55.895011534364194,1.380094952198804,0.6000749745499727,1.4440651292466313,1.4440651292466313,0.6000749745499727,1.4440651292466313,0.6000749745499727,55.89568822679751,55.69606225517011,55.67619427501222,55.8956455480731,55.895908237234885,-0.09999158899132632,-0.0998318296801306,1.3799200895355948,1.3797000790982201,1.379143474693772,55.89490789362567,55.895011534364194,0.9140651292466313,0.7540651292466314,0.29848354199950444,1.5984835419995045,1.5981535477520847,57.39768141738028,56.09722824446919,57.39722824446919,55.89558458605899,55.89490789362567,56.59558458605899,9.2,4.04,-0.0998318296801306,1.1999200895355946,-0.09999158899132632,1.2000000776556998,1.4940651292466314,1.3793964806597083,1.4940651292466314,1.4940651292466314,1.4940651292466314,-0.6559348707533688,1.4440651292466313,1.3000749745499727,1.6000749745499727,1.3800749745499727,1.3800749745499727,-0.7497769118714237,-0.7499949231858676,57.17558458605899,56.475584586058986,56.475584586058986,56.475584586058986,55.765584586058985,1.379143474693772,57.17696424007635,57.176414285449596,1.3000749745499727,1.4940651292466314,55.89490789362567,55.895011534364194,55.896062255170115,55.89490789362567,55.895011534364194,55.896062255170115,55.89490789362567,55.895011534364194,55.896062255170115,55.89490789362567,55.895011534364194,55.896062255170115,0.0,0,0.0,0,0.0,0,0.00016303530564656994,1,0.0,0,0.00016303530564656994,1,0.0,0,0.0,0,-9.497341650818224e-06,1,0.00016303530564656994,1,9.497341650818224e-06,1,0.0,0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0,1,0
272,2022-03-10 14:10:49.060636,0.00022801385531945328,0.0,0.4140651292466313,-1.5,-1.5,-1.5,1.3801331375352002,0.6001531155667619,1.4440651292466313,1.4440651292466313,0.6001531155667619,1.4440651292466313,0.6001531155667619,-1.5,-1.7,-1.72,-1.5,-1.5,-0.09978031967694068,-0.09994008191859649,-0.22,-0.22,-0.22,-1.5,-1.5,0.9140651292466313,0.7540651292466314,-1.3,0.0,0.0,0.0,-1.3,0.0,-1.5,-1.5,-0.8,9.2,4.04,-0.09994008191859649,-0.4,-0.09978031967694068,1.2002280138553196,1.4940651292466314,-0.22,1.4940651292466314,1.4940651292466314,1.4940651292466314,-0.6559348707533688,1.4440651292466313,1.3001531155667618,1.6001531155667619,1.380153115566762,1.380153115566762,-0.7499950007358074,-0.7497769854088732,-0.22,-0.92,-0.92,-0.92,-1.63,-0.22,-0.22,-0.22,1.3001531155667618,1.4940651292466314,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,0.0,0,0.0,0,0,0,0,1,0,0,0,1,0.0,0,0.0,0,9.517506852784328e-06,1,0,1,-9.517506852784326e-06,1,0,0,0.0,1,0.0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
273,2022-03-10 14:10:49.462372,0.0,0.0002284201644668915,0.4140651292466313,56.01074850897865,56.01074850897865,56.00982957243807,1.380095045358125,0.6000750317441617,1.4440651292466313,1.4440651292466313,0.6000750317441617,1.4440651292466313,0.6000750317441617,56.01042138958372,55.81074850897865,55.790863972024844,56.01038406253229,56.01061380694132,-0.0999916516521886,-0.09983160468203356,1.379959051547607,1.379766634190006,1.379279838741328,56.00973892808961,56.00982957243807,0.9140651292466313,0.7540651292466314,0.29870267840146614,1.5987026784014662,1.5984140722790823,57.512164594123,56.21176825956399,57.511768259563986,56.01033074523526,56.00973892808961,56.71033074523526,9.2,4.04,-0.09983160468203356,1.1999590515476068,-0.0999916516521886,-0.4,1.4940651292466314,1.3795011130869954,1.4940651292466314,1.4940651292466314,1.4940651292466314,-0.6559348707533688,1.4440651292466313,1.3000750317441616,1.6000750317441617,1.3800750317441617,1.3800750317441617,-0.7497765879900118,-0.7499949918455213,57.29033074523526,56.590330745235256,56.590330745235256,56.590330745235256,55.880330745235256,1.379279838741328,57.29153736629915,57.29105638938245,1.3000750317441616,1.4940651292466314,56.00973892808961,56.00982957243807,56.01074850897865,56.00973892808961,56.00982957243807,56.01074850897865,56.00973892808961,56.00982957243807,56.01074850897865,56.00973892808961,56.00982957243807,56.01074850897865,0.0,0,0.0,0,0.0,0,0.00015165314564038999,1,0.0,0,0.00015165314564038999,1,0.0,0,0.0,0,-9.50687261286393e-06,1,0.00015165314564038999,1,9.50687261286393e-06,1,0,0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0,1,0
274,2022-03-10 14:10:49.845952,0.00022816494270871956,0.0,0.4140651292466313,-1.5,-1.5,-1.5,1.3801332257748804,0.6001532170316084,1.4440651292466313,1.4440651292466313,0.6001532170316084,1.4440651292466313,0.6001532170316084,-1.5,-1.7,-1.72,-1.5,-1.5,-0.09978017408640816,-0.09994004221976183,-0.22,-0.22,-0.22,-1.5,-1.5,0.9140651292466313,0.7540651292466314,-1.3,0.0,0.0,0.0,-1.3,0.0,-1.5,-1.5,-0.8,9.2,4.04,-0.09994004221976183,-0.4,-0.09978017408640816,1.200228164942709,1.4940651292466314,-0.22,1.4940651292466314,1.4940651292466314,1.4940651292466314,-0.6559348707533688,1.4440651292466313,1.3001532170316084,1.6001532170316084,1.3801532170316084,1.3801532170316084,-0.7499949974364473,-0.749776837620844,-0.22,-0.92,-0.92,-0.92,-1.63,-0.22,-0.22,-0.22,1.3001532170316084,1.4940651292466314,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,0.0,0,0.0,0,0,0,0,1,0,0,0,1,0.0,0,0.0,0,9.503636958701062e-06,1,0,1,-9.503636958701062e-06,1,0,0,0.0,1,0.0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
275,2022-03-10 14:10:50.994221,7.765569987050469e-08,0.00022808728700884906,0.4140651292466313,56.10786008359323,56.10786008359323,56.10705196075801,1.380094952198804,0.6000749745499727,1.4440651292466313,1.4440651292466313,0.6000749745499727,1.4440651292466313,0.6000749745499727,56.10757240882272,55.90786008359323,55.88796162439437,56.107539581923014,56.10774162384998,-0.09999158899132632,-0.0998318296801306,1.3799912008811541,1.3798219858538923,1.3793938909288908,56.10697224487599,56.10705196075801,0.9140651292466313,0.7540651292466314,0.29888633143010135,1.5988863314301014,1.5986325274681539,57.60910540673345,56.30875686594481,57.608756865944805,56.1074926929407,56.10697224487599,56.807492692940706,9.2,4.04,-0.0998318296801306,1.1999912008811542,-0.09999158899132632,1.2000000776556998,1.4940651292466314,1.3795884829711464,1.4940651292466314,1.4940651292466314,1.4940651292466314,-0.6559348707533688,1.4440651292466313,1.3000749745499727,1.6000749745499727,1.3800749745499727,1.3800749745499727,-0.7497769118714237,-0.7499949231858676,57.387492692940704,56.6874926929407,56.6874926929407,56.6874926929407,55.9774926929407,1.3793938909288908,57.38855381496925,57.388130839421635,1.3000749745499727,1.4940651292466314,56.10697224487599,56.10705196075801,56.10786008359323,56.10697224487599,56.10705196075801,56.10786008359323,56.10697224487599,56.10705196075801,56.10786008359323,56.10697224487599,56.10705196075801,56.10786008359323,0.0,0,0.0,0,0.0,0,0.00014148604007928453,1,0.0,0,0.00014148604007928453,1,0.0,0,0.0,0,-9.49734165081589e-06,1,0.00014148604007928453,1,9.49734165081589e-06,1,0.0,0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0,1,0
276,2022-03-10 14:10:51.383611,0.00022801385531945328,0.0,0.4140651292466313,-1.5,-1.5,-1.5,1.3801331375352002,0.6001531155667619,1.4440651292466313,1.4440651292466313,0.6001531155667619,1.4440651292466313,0.6001531155667619,-1.5,-1.7,-1.72,-1.5,-1.5,-0.09978031967694068,-0.09994008191859649,-0.22,-0.22,-0.22,-1.5,-1.5,0.9140651292466313,0.7540651292466314,-1.3,0.0,0.0,0.0,-1.3,0.0,-1.5,-1.5,-0.8,9.2,4.04,-0.09994008191859649,-0.4,-0.09978031967694068,1.2002280138553196,1.4940651292466314,-0.22,1.4940651292466314,1.4940651292466314,1.4940651292466314,-0.6559348707533688,1.4440651292466313,1.3001531155667618,1.6001531155667619,1.380153115566762,1.380153115566762,-0.7499950007358074,-0.7497769854088732,-0.22,-0.92,-0.92,-0.92,-1.63,-0.22,-0.22,-0.22,1.3001531155667618,1.4940651292466314,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,0.0,0,0.0,0,0,0,0,1,0,0,0,1,0.0,0,0.0,0,9.517506852784328e-06,1,0,1,-9.517506852784326e-06,1,0,0,0.0,1,0.0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
277,2022-03-10 14:10:51.721167,0.0,0.0002284201644668915,0.4140651292466313,55.9775195454006,55.9775195454006,55.97656252318141,1.380095045358125,0.6000750317441617,1.4440651292466313,1.4440651292466313,0.6000750317441617,1.4440651292466313,0.6000750317441617,55.977178869280294,55.777519545400594,55.75763979337609,55.97713999558458,55.97737926105328,-0.0999916516521886,-0.09983160468203356,1.3799478877138165,1.3797474959408325,1.3792405256750155,55.976468122853404,55.97656252318141,0.9140651292466313,0.7540651292466314,0.29863944412293697,1.598639444122937,1.5983388768190185,57.478994319878424,56.178581559025865,57.47858155902586,55.97708446895229,55.976468122853404,56.677084468952295,9.2,4.04,-0.09983160468203356,1.1999478877138166,-0.0999916516521886,-0.4,1.4940651292466314,1.379470970473863,1.4940651292466314,1.4940651292466314,1.4940651292466314,-0.6559348707533688,1.4440651292466313,1.3000750317441616,1.6000750317441617,1.3800750317441617,1.3800750317441617,-0.7497765879900118,-0.7499949918455213,57.25708446895229,56.55708446895229,56.55708446895229,56.55708446895229,55.84708446895229,1.3792405256750155,57.25834109663028,57.25784018514908,1.3000750317441616,1.4940651292466314,55.976468122853404,55.97656252318141,55.9775195454006,55.976468122853404,55.97656252318141,55.9775195454006,55.976468122853404,55.97656252318141,55.9775195454006,55.976468122853404,55.97656252318141,55.9775195454006,0.0,0,0.0,0,0.0,0,0.0001550156478644416,1,0.0,0,0.0001550156478644416,1,0.0,0,0.0,0,-9.50687261286393e-06,1,0.0001550156478644416,1,9.50687261286393e-06,1,0,0,-4.0389678347315804e-28,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0,1,0
